Artist,Album,# Items,Total Time
Travie McCoy,Keep On Keeping On (feat. Brendon Urie) - Single,1,4:06
Travis Barker,Bloodlust - EP,1,2:43
Travis Barker,Bloody Valentine (Acoustic) - Single,1,3:16
Travis Barker,"Cuz I'm Famous (feat. Paul Wall, Hopsin, Yelawo…",1,4:48
Travis Barker,Dogshit - Single,1,2:20
Travis Barker,Drums Drums Drums - Single,1,2:54
Travis Barker,Forever (feat. Run The Jewels) - Single,1,2:51
Travis Barker,Gimme Brain - Single,1,2:21
Travis Barker,Give The Drummer Some (Deluxe Edition),16,1:08:45
Travis Barker,heart eyes - EP,1,2:50
Travis Barker,Misery Business - Single,1,3:21
Travis Barker,NEON SHARK vs Pegasus (Deluxe: Presented…,1,2:57
Travis Barker,Psycho white [w Travis Barker],5,19:29
Travis Barker,Taste the Rainbow - Single,1,2:45
Travis Barker,"100 (feat. Kid Ink, Ty Dolla $ign, Iamsu!, & Tyga)…",1,3:40
Travis Porter,Don't We (feat. Future) - Single,1,3:28
Travis Scott,ASTROWORLD,17,58:42:00
Travis Scott,Birds in the Trap Sing McKnight,14,53:45:00
Travis Scott,Goosebumps (Remix) - Single,1,2:43
Travis Scott,Mamacita (feat. Rich Homie Quan & Young Thug…,1,4:34
Travis Scott,Rodeo (Deluxe),16,1:15:27
Travis Scott,3500 (feat. Future & 2 Chainz) - Single,1,7:42
Trey Songz,About You - Single,1,3:17
Trey Songz,Can't Help But Wait - Single,1,3:26
Trey Songz,Intermission I & II,12,44:45:00
Trey Songz,Ordinary (feat. Jeezy) - Single,1,3:32
A TRIBE CALLED QUEST,"BEATS, RHYMES AND LIFE",15,51:39:00
A Tribe Called Quest,The Love Movement,15,48:16:00
A TRIBE CALLED QUEST,THE LOW END THEORY,14,48:04:00
A TRIBE CALLED QUEST,MIDNIGHT MARAUDERS,15,54:05:00
A TRIBE CALLED QUEST,PEOPLES INSTINCTIVE TRAVELS AND THE P…,14,1:04:41
A Tribe Called Quest,We got it from Here... Thank You 4 Your service,16,1:00:29
Trick Daddy,Back By Thug Demand,18,1:05:09
Artist,Album,# Items,Total Time
Trick Daddy,Book Of Thugs: Chapter Ak Verse 47,17,53:52:00
Trick Daddy,"Finally Famous: Born A Thug, Still A Thug",23,1:11:53
Trick Daddy,Thug Holiday,19,1:08:56
Trick Daddy,Thug Matrimony (Married To The Streets),16,1:00:39
Trick Daddy,Thugs Are Us (Explicit Retail),18,58:16:00
Trick Daddy,Www.Thug.Com,14,41:29:00
Trick Trick,Gatekeeper,7,37:31:00
Trick Trick,No Fly Zone - Single,1,3:06
Trick Trick,Outlaw,11,49:28:00
Trick Trick,The People vs.,16,1:06:00
Trick Trick,SmokeGang,15,58:52:00
Trick Trick,Twerk Dat Pop That (feat. Eminem & Royce da 5…,1,4:10
Trick Trick,The Villain,18,1:12:18
Trina,Da Baddest Bitch,18,53:38:00
Trina,Diamond Princess,17,51:22:00
Trippie Redd,LIFE'S A TRIP,14,46:43:00
Trippie Redd,A Love Letter To You,12,36:05:00
Trippie Redd,A Love Letter to You 2,14,48:00:00
Trippie Redd,A Love Letter to You 3,16,43:47:00
Trippie Redd,Pegasus (Expanded Edition),32,1:20:52
Trippie Redd,!,14,38:30:00
Trixxie & Cheat Codes,All of My Life - Single,1,2:36
Troy Ave,All About the Money (Remix) [feat. Young Jeezy…,1,4:55
Troy Ave,Bang Bang (feat. 50 Cent) - Single,1,3:06
Troy Ave,Doo Doo - Single,1,3:02
Troy Ave,Major Without a Deal,17,1:07:53
Troy Ave,New York City,18,1:11:06
Troy Ave,"Real N*gga (Remix) [feat. T.I., Young Dolph & Yo…",1,4:53
Troy Ave,White Christmas 2,12,37:19:00
Troy Ave,"Your Style (Remix) (feat. Puff Daddy, T.I. & Ma$e…",1,5:07
"Turbo, Gunna & Young Thug",QUARANTINE CLEAN - Single,1,3:38
Turk,Young & Thuggin,21,1:14:34
Twenty One Pilots,Blurryface,14,52:25:00
Artist,Album,# Items,Total Time
twenty one pilots,Fairly Local - Single,1,3:28
twenty one pilots,Scaled And Icy,11,37:43:00
twenty one pilots,Trench,14,56:04:00
twenty one pilots,twenty one pilots,14,1:02:03
twenty one pilots,Vessel (Bonus Tracks Version),18,1:12:57
Twista,Adrenaline Rush 2007,19,1:00:21
Twista,Back To The Basics,7,23:15
Twista,Dark Horse (Deluxe Edition),17,1:01:57
Twista,The Day After,15,57:02:00
Twista,Girl Tonite (feat. Trey Songz) - Single,1,3:43
Twista,Its Yours (feat. Tia London) - Single,1,3:30
Twista,Kamikaze,16,1:05:48
Two Door Cinema Club,Beacon (Deluxe Version),26,1:36:55
Two Door Cinema Club,Tourist History (Deluxe),19,1:17:32
Ty Dolla $ign,Beach House - EP,7,33:34:00
Ty Dolla $ign,Blasé (feat. Future & Rae Sremmurd) - Single,1,4:46
Ty Dolla $ign,Campaign,16,55:13:00
Ty Dolla $ign,Drop That Kitty (feat. Charli XCX and Tinashe) -…,1,3:37
Ty Dolla $ign,Free TC,16,1:12:41
Ty Dolla $ign,"Only Right (feat. YG, Joe Moses & TeeCee4800)…",1,3:10
Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mu…",1,4:03
Ty Dolla $ign,Wavy (feat. Joe Moses) - Single,1,3:09
TyFontaine,Ascension,13,29:02:00
TyFontaine,We Ain't The Same,15,35:02:00
TyFontaine,1800,12,24:56:00
Tyga,#BitchImTheShit,13,44:18:00
Tyga,Erryday - Single,1,3:57
Tyga,Faded (feat. Lil' Wayne) - Single,1,3:33
Tyga,Fuk Wat They Talkin Bout,15,42:51:00
Tyga,The Gold Album: 18th Dynasty,12,44:33:00
Tyga,Legendary,14,42:07:00
Tyga,Make It Work - Single,1,3:08
Tyga,Pleazer (feat. Boosie Badazz) - Single,1,4:19
Artist,Album,# Items,Total Time
Tyga,Well Done 4 (Mixtape),14,45:01:00
Tyga,Well Done Fever,10,22:54
Tyga,1 of 1 - Single,1,3:28
"Tyler, The Creator",Bastard,15,55:44:00
"Tyler, The Creator",CALL ME IF YOU GET LOST,16,52:50:00
"Tyler, The Creator",Cherry Bomb,14,57:05:00
"Tyler, the Creator",Flower Boy,14,46:40:00
"Tyler, The Creator",Goblin (Deluxe Edition),18,1:22:13
"Tyler, The Creator",IGOR,12,39:47:00
"Tyler, The Creator",Music Inspired by Illumination & Dr. Seuss' The…,6,10:21
"Tyler, The Creator",Tell Me How (Coca-Cola Commercial) - Single,1,2:15
"Tyler, The Creator",Wolf,18,1:10:52
"Tyler, The Creator","You're A Mean One, Mr. Grinch (From Dr. Seuss’…",1,1:49
Tyrese,Black Rose,14,1:01:48
Tyrese,Shame - Single,1,5:11
UGK,Dirty Money,14,1:03:28
UGK,Ridin' Dirty,12,1:01:33
UGK,Super Tight,11,51:35:00
UGK,Too Hard to Swallow,12,57:53:00
UGK,UGK 4 Life,16,58:27:00
UGK,Underground Kingz,29,2:09:17
$uicideboy$,NEW PROFILE PIC - Single,1,2:08
Usher,Confessions,21,1:18:33
Usher,Good Kisser - Single,2,9:00
Usher,Here I Stand (Deluxe Version),20,1:19:48
Usher,I Dont Mind (feat. Juicy J) - Single,1,4:12
Usher,Scream (Remixes),8,39:13:00
Usher,She Came To Give It To You (feat. Nicki Minaj) -…,1,4:03
Usher,8701 (US Edition),15,57:18:00
Vampire Weekend,Giving Up The Gun - EP,3,20:13
Vampire Weekend,Unbelievers - EP,4,14:42
Vampire Weekend,White Sky (Remixes) - EP,4,19:15
Vanessa Carlton,Be Not Nobody (UK Tour Edition),15,1:01:39
Artist,Album,# Items,Total Time
Various Artists,All About the Benjamins,13,51:15:00
Various Artists,American Pie,13,46:06:00
Various Artists,Baby Boy Soundtrack,5,3:21
Various Artists,Baby Boy Soundtrack,14,1:04:15
Various Artists,BoyZ N The Hood Original Soundtrack,14,59:31:00
Various Artists,Dick Tracy,16,46:18:00
Various Artists,Dope: Music From the Motion Picture,15,59:08:00
Various Artists,Fast & Furious 9: The Fast Saga (Original Motio…,14,39:12:00
Various Artists,The Fast and the Furious,1,3:59
Various Artists,The Fast and the Furious,16,1:08:22
Various Artists,The Fast and the Furious: Tokyo Drift,12,45:59:00
Various Artists,Friday After Next,14,56:52:00
Various Artists,Friday: Original Motion Picture Soundtrack,15,1:04:14
Various Artists,House Party,11,52:50:00
Various Artists,Mac And Devin Go To High School,12,48:43:00
Various Artists,Men In Black - The Album,16,1:06:13
Various Artists,Music From And Inspired By The Motion Picture…,20,1:13:36
Various Artists,Next Friday,15,1:00:47
Various Artists,OZ,17,1:04:38
Various Artists,Project X (Original Motion Picture Soundtrack),13,54:02:00
Various Artists,Punk Goes Crunk,15,1:03:19
Various Artists,Scarface,10,35:21:00
Various Artists,Training Day,17,1:05:34
Various Artists,Waist Deep,15,58:36:00
Various Artists,Wild Wild West,15,1:01:42
Various Artists,2 Fast 2 Furious,17,1:01:03
Vell,Childish (feat. Ty Dolla $ign) - Single,1,3:28
Vell,Too Short (feat. YG) - Single,1,3:00
Vengaboys,Greatest Hits! (Album),16,58:31:00
The Veronicas,The Veronicas,14,49:26:00
Vic Mensa,I TAPE,7,24:08:00
Vic Mensa,U Mad (feat. Kanye West) - Single,1,5:00
Vince Staples,FM!,11,22:21
Artist,Album,# Items,Total Time
Vince Staples,Hell Bound (Ad 01) - Single,1,2:12
Waka Flocka Flame,"Game On (feat. Good Charlotte) [From ""Pixels -…",1,3:47
Waka Flocka Flame,Slippin - Single,1,4:00
Waka Flocka Flame,Workin - Single,1,3:54
Wale,The Album About Nothing,14,1:04:39
Wale,Bad (feat. Tiara Thomas) - Single,1,4:18
Wale,Bad (Remix) (feat. Rihanna) - Single,1,3:59
Wale,Chillin (feat. Lady GaGa),1,3:17
Wale,Spoiled - Single,1,5:23
Wale,World Tour (feat. Jazmine Sullivan) - Single,1,4:06
Paul Wall,Bounce Backs Over Setbacks,15,51:21:00
Paul Wall,The People's Champ,35,2:29:19
The Wanted,Glow In The Dark - EP,4,15:38
Warren G,My House (feat. Nate Dogg) - Single,1,2:53
Warren G,"Regulate... G Funk Era, Pt. II - EP",5,15:15
Warren G,Regulate...G Funk Era,12,36:57:00
WC,Ghetto Heisman,16,56:32:00
WC,Guilty By Afilliation,14,52:25:00
WC,Revenge Of The Barracuda,12,47:44:00
WC,The Shadiest One,17,59:17:00
WC,West Coast Gangsta Shit,14,50:39:00
WC,Westside Heavy Hitter,25,1:01:29
We the Kings,So Far,17,1:04:25
We The Kings,Somewhere Somehow,13,50:48:00
We the Kings,Strange Love,12,43:13:00
The Weeknd,After Hours,14,56:18:00
The Weeknd,Beauty Behind The Madness,14,1:05:14
The Weeknd,Can't Feel My Face (Martin Garrix Remix) - Single,1,4:13
The Weeknd,"Earned It (Fifty Shades of Grey) [From the ""Fifty…",1,4:12
The Weeknd,Echoes of Silence,10,51:10:00
The Weeknd,House of Balloons,10,53:30:00
The Weeknd,Kiss Land,10,55:41:00
The Weeknd,Often - Single,1,4:10
Artist,Album,# Items,Total Time
The Weeknd,Starboy,18,1:08:37
The Weeknd,Take My Breath - Single,1,3:40
The Weeknd,The Hills (RL Grime Remix) - Single,1,4:31
The Weeknd,The Hills Remixes - Single,2,8:26
The Weeknd,Thursday,10,55:08:00
Weezer,Make Believe,12,45:13:00
Weezer,OK Human,12,30:32:00
Weezer,Pinkerton (Deluxe Edition),36,2:07:40
Weezer,Van Weezer,10,30:54:00
Weezer,Weezer (Deluxe Edition),24,1:32:27
Weezer,Weezer (Green Album),10,28:34:00
Weezer,Weezer (Red Album),15,1:04:22
Westside Connection,Bow Down,13,48:13:00
Westside Connection,Terrorist Threats,14,51:28:00
Westside Connection,Worldwide Westside,17,1:15:24
Will Smith,Just The Two Of Us - Single,1,4:15
will.i.am,AMERICAN DREAM - Single,1,2:16
will.i.am,Birthday (feat. Cody Wise) - Single,1,4:12
will.i.am,Boys & Girls (feat. Pia Mia) - Single,1,4:01
will.i.am,"Feelin' Myself (feat. Miley Cyrus, Wiz Khalifa, Fr…",2,8:28
Will.I.Am,Lost Change,14,47:12:00
will.i.am,Must B 21,17,48:36:00
will.i.am,Songs About Girls,15,1:02:17
will.i.am,#willpower (Deluxe Edition),18,1:17:13
Wiz Khalifa,Burn Slow (feat. Rae Sremmurd) - Single,1,3:42
Wiz Khalifa,Khalifa,13,51:34:00
Wiz Khalifa,King of Everything - Single,1,3:42
Wiz Khalifa,Stayin Out All Night (Boys of Zummer Remix) - S…,1,4:26
Wiz Khalifa,Taylor Gang 2,10,40:39:00
Wiz Khalifa & Snoop Dogg,High,11,41:01:00
Wolf Alice,Blue Weekend,11,40:10:00
The Wonder Years,Sister Cities,11,43:40:00
Wu-Tang Clan,A Better Tomorrow,15,1:06:41
Artist,Album,# Items,Total Time
Wu-Tang Clan,Keep Watch (feat. Nathaniel) - Single,1,4:17
Wu-Tang Clan,Wu-Tang Forever,27,1:52:31
Charlie Puth,Voicenotes,13,44:32:00
X-Raided,And He Shall Appear,16,1:04:41
X-Raided,Bloc Bizniz,18,1:08:15
X-Raided,Bloc Star Evolution,17,50:02:00
X-Raided,California Dreamin',18,57:50:00
X-Raided,City Of Kings: The Sac-A-Indo Project,14,48:44:00
X-Raided,Eternally Unforgiven,8,31:21:00
X-Raided,Ignition,15,1:03:30
X-Raided,N.I.B. EP,6,19:11
X-Raided,Niggaz In Blacc,6,19:16
X-Raided,Psycho Active,12,42:31:00
X-Raided,Psychoactive 2,18,1:07:42
X-Raided,Psychotic Activity,20,1:08:01
X-Raided,Speak Of The Devil,14,57:52:00
X-Raided,There Will Be a Storm,10,29:54:00
X-Raided,There Will Be a Storm (Bonus Trax) - Single,3,13:28
X-Raided,These Walls Can Talk,14,55:33:00
X-Raided,Unforgiven Vol 3 Vindication,17,1:12:16
X-Raided,"The Unforgiven, Vol. 1: In the Beginning",17,1:14:04
X-Raided,"The Unforgiven, Vol. 2: Assisted Suicide",15,1:03:46
X-Raided,The Unforgiven: Vol. 1,16,1:01:25
X-Raided,X-Raided presents The Initiation,15,1:02:28
X-Raided,Xorcist,16,55:22:00
The xx,Coexist,11,37:33:00
The xx,I See You,10,39:17:00
The xx,XX (Bonus Track Version),12,42:10:00
XXXTENTACION,Riot - Single,1,1:19
XXXTENTACION,SKINS,10,19:48
XXXTENTACION,?,18,37:36:00
Xzibit,At The Speed Of Life,15,49:19:00
Xzibit,Full Circle,17,1:11:44
Artist,Album,# Items,Total Time
Xzibit,Man VS Machine,19,1:12:24
Xzibit,Napalm,21,1:24:16
Xzibit,Restless,16,59:37:00
Xzibit,Weapons Of Mass Destruction,16,58:51:00
Xzibit,40 Dayz & 40 Nightz,17,57:05:00
YBN Nahmir,Opp Stoppa (feat. Lil Eazzyy) - Single,1,2:15
YBN Nahmir,VISIONLAND,20,48:55:00
Yeah Yeah Yeahs,Fever to Tell,12,36:15:00
Yeah Yeah Yeahs,Heads Will Roll (A-Trak Remix) - Single,1,6:24
Yeah Yeah Yeahs,It's Blitz! (Deluxe Edition),15,59:02:00
Yeah Yeah Yeahs,Mosquito (Deluxe),15,1:02:54
Yeah Yeah Yeahs,Show Your Bones,11,38:56:00
Years & Years,Communion (Deluxe),17,1:01:20
Years & Years,Desire (Remixes) - EP,4,16:15
Years & Years,King - Single,1,3:35
Years & Years,King (Remixes) - Single,3,11:12
Years & Years,Palo Santo (Deluxe),14,47:41:00
Years & Years,Shine (Remixes) - EP,4,21:00
Years & Years,Y & Y - EP,4,14:27
Yelawolf,Love Story,18,1:14:56
Yelawolf,Mud Mouth,14,59:17:00
Yelawolf,Till It's Gone - Single,1,4:37
Yelawolf,Whiskey In a Bottle - Single,1,4:11
Yellow Claw,Amsterdam Twerk Music - EP,4,13:36
Yellow Claw,Blood For Mercy,16,54:28:00
Yellow Claw,Dancefloor Champion - Single,1,2:56
Yellow Claw,Last Night Ever (feat. LNY TNZ) - Single,1,3:32
Yellow Claw,Los Amsterdam,13,42:55:00
Yellow Claw,Never Dies,11,32:01:00
Yellow Claw,New Blood,14,44:52:00
Yellow Claw,The Holy Bassgod EP,4,12:45
Yellow Claw,Thunder - Single,1,3:33
Yellowcard,Lights and Sounds,15,57:30:00
Artist,Album,# Items,Total Time
Yellowcard,Ocean Avenue,13,47:30:00
Yellowcard,Ocean Avenue Acoustic,13,49:32:00
Yellowcard,Yellowcard,10,47:58:00
YFN Lucci,Wish Me Well 3,21,1:01:39
YG,Cash Money (feat. Krayzie Bone) - Single,1,3:06
YG,#Grindmode (feat. 2 Chainz & Nipsey Hussle) -…,1,4:19
YG,Kommunity Service,10,28:32:00
YG,My Krazy Life (Deluxe Edition),17,56:52:00
YG,My Nigga (feat. Jeezy & Rich Homie Quan) - Sin…,1,3:56
YG,My Nigga (feat. Jeezy & Rich Homie Quan) [Del…,1,3:56
YG,"My Nigga (Remix) (feat. Lil' Wayne, Rich Homie…",1,3:59
YG,"Snitches Ain't (Remix) [feat. Tyga, Snoop Dogg,…",1,4:32
YG,You Broke (feat. Nipsey Hussle) - Single,1,3:30
Ying Yang Twins,U.S.A. Still United,12,48:58:00
YK Osiris,The Golden Child,15,42:42:00
YK Osiris,Money Keep Coming - Single,1,2:30
YK Osiris,Worth It - Single,1,3:09
YNW Melly,Melly vs. Melvin,14,46:43:00
Yo Gotti,The Art of Hustle (Deluxe Version),15,56:09:00
Yo Gotti,Drop (feat. DaBaby) - Single,1,2:51
Young Buck,"Back on My Buck Shit, Vol. 3",15,45:26:00
Young Buck,Outbreak,7,24:41:00
Young Buck,Vaccine,10,33:51:00
Young Dolph,Pulled Up (feat. 2 Chainz & Juicy J) - Single,1,4:12
Young Dolph,Rich Crack Baby,13,43:59:00
Young Dolph,Rich Slave (Deluxe),24,1:11:39
Young Dro,Best Thang Smokin',16,1:09:05
Young Dro,High Times,14,55:36:00
Young Dro,Shoulder Lean - Single,1,4:21
Young Dro,We In Da City,1,3:28
Young Dro,We In Da City (Remix) [feat. T.I.] - Single,1,4:36
Young Gunz,Brothers From Another,12,43:04:00
Young Gunz,Tough Luv,17,1:12:24
Artist,Album,# Items,Total Time
Young Jeezy,The Inspiration (Bonus Track Version),17,1:08:30
Young Jeezy,Let's Get It: Thug Motivation 101,19,1:17:49
Young Jeezy,TM:103 - Hustlerz Ambition (Deluxe Edition),18,1:19:38
Young M.A,BIG - Single,1,3:45
Young M.A,Herstory In the Making,1,2:37
Young M.A,Off the Yak,11,32:29:00
Young M.A,Off the Yak - Single,1,3:32
Young M.A,Red Flu,7,20:57
Young Money,Rise Of An Empire,14,58:36:00
Young Money,We Are Young Money,15,1:05:16
Young Nudy,DR. EV4L,13,45:01:00
"Young Stoner Life, Young Thug & Gunna",Slime Language 2 (Deluxe),31,1:38:08
Young the Giant,Home of the Strange,11,39:55:00
Young the Giant,Mind Over Matter,13,53:03:00
Young the Giant,Mirror Master,12,44:48:00
Young the Giant,Remix EP,8,35:47:00
Young the Giant,Young the Giant,12,50:41:00
Young the Giant,Young the Giant (Special Edition),3,13:35
Young Thug,Barter 6,13,51:44:00
Young Thug,Best Friend - Single,1,3:33
Young Thug,I’m Up,9,38:03:00
Young Thug,Scared Of You - Single,1,2:58
Young Thug,So Much Fun (Deluxe Edition),24,1:18:50
YoungBoy Never Broke Again,AI YoungBoy 2,18,55:04:00
YoungBoy Never Broke Again,"Still Flexin, Still Steppin",14,38:03:00
YoungBoy Never Broke Again,Territorial - Single,1,3:12
YoungBoy Never Broke Again,Top,21,58:50:00
YoungBoy Never Broke Again,Until Death Call My Name Reloaded,20,57:59:00
YoungBoy Never Broke Again,38 Baby 2,17,46:19:00
YTCracker,The Digital Gangster LP,14,44:51:00
YTCracker,Nerd Life,17,49:30:00
Yung Bleu,Love Scars: The 5 Stages Of Emotions (Deluxe),8,26:04:00
Yung Bleu,Moon Boy,15,49:30:00
Artist,Album,# Items,Total Time
Yung Joc,I Got Bitches (feat. AE200 & D Dro) - Single,1,4:28
YUNGBLUD,the underrated youth - EP,6,18:45
YUNGBLUD,weird!,12,38:56:00
YUNGBLUD,21st Century Liability,12,35:41:00
Zahara,PUTA,11,41:26:00
Zapp & Roger,All The Greatest Hits,17,1:15:25
ZAYN,Nobody Is Listening,11,35:49:00
Zedd,Beautiful Now (Big Gigantic Remix) [feat. Jon Be…,1,4:11
Zedd,Beautiful Now (Grey Remix) [feat. Jon Bellion] -…,1,3:10
Zedd,Beautiful Now (Remixes) [feat. Jon Bellion] - EP,5,18:44
Zedd,Beautiful Now (Rock Mafia Remix) [feat. Jon Bell…,1,2:53
Zedd,Beautiful Now (Scout Remix) [feat. Jon Bellion] -…,1,3:19
Zedd,Clarity (Remixes) - EP,4,21:57
Zedd,Funny - Single,1,3:41
Zedd,Funny (Remixes) - EP,4,12:33
Zedd,Happy Now - Single,1,3:27
Zedd,I Want You to Know (feat. Selena Gomez) - Single,1,3:59
Zedd,I Want You To Know (Scout Remix) [feat. Selena…,1,2:58
Zedd,True Colors (Perfect Edition),19,1:21:35
Zendaya,"My Baby (Remix) (feat. Ty Dolla $ign, Bobby Bra…",1,4:02
Zendaya,Replay - Single,1,3:29
zoahh,as above so below - Single,1,4:23
zoahh,back it up - Single,1,3:24
zoahh,Bad Intentions (feat. Zoahh) - Single,1,2:19
zoahh,Bestie - Single,1,2:57
zoahh,Big Ben - Single,1,2:56
zoahh,Calm Before the Storm,13,34:12:00
zoahh,cocaine - Single,1,4:46
zoahh,dontmakeamove - Single,1,3:29
zoahh,Graduation,13,36:19:00
zoahh,hide - Single,1,2:19
zoahh,High School - Single,1,2:38
zoahh,The Lost Tapes - Single,3,9:14
Artist,Album,# Items,Total Time
zoahh,LOVE HURTS - Single,1,3:48
zoahh,M3ss - Single,1,2:36
zoahh,Mama (We Made It) - Single,1,2:32
zoahh,Never - Single,1,2:44
zoahh,nevereverland - Single,1,2:50
zoahh,no thots - Single,1,4:34
zoahh,Ouija - Single,1,2:41
zoahh,PICNIC. - Single,1,2:36
zoahh,The Plan - Single,1,3:14
zoahh,rollwitus! - Single,1,2:18
zoahh,Runaway - Single,1,2:38
zoahh,six feet - Single,1,3:06
zoahh,sorry - Single,1,2:48
zoahh,tonight - Single,1,2:38
zoahh,Vodka and Sprite - Single,1,3:11
zoahh,"Young, Rich, Rockstars (feat. Zoahh) - Single",1,2:35
Ariana Grande,Christmas & Chill (Japan Version),7,17:21
2 Chainz,B.O.A.T.S. II #Metime (Deluxe Edition),18,1:16:43
2 Chainz,Based On A T.R.U. Story,17,1:07:13
2 Chainz,Collegrove,13,51:08:00
2 Chainz,Pretty Girls Like Trap Music,16,1:01:58
2 Chainz,Rap or Go to the League,14,54:37:00
2 Chainz,So Help Me God!,15,49:54:00
2 Pistols,Comin Back Hard,13,44:47:00
2Pac,All Eyez On Me (CD1),14,1:10:27
2Pac,All Eyez On Me (CD2),13,1:01:54
2Pac,Better Dayz (CD1),13,49:42:00
2Pac,Better Dayz (CD2),14,1:03:11
2Pac,Loyal To The Game,17,1:05:04
2Pac,Me Against The World,15,1:06:05
2Pac,Nu-Mixx Klazzics,10,46:22:00
2Pac,Pac's Life,13,55:10:00
2Pac,R U Still Down [Remember Me] (CD1),13,49:31:00
Artist,Album,# Items,Total Time
2Pac,R U Still Down [Remember Me] (CD2),13,53:30:00
2Pac,Resurrection,14,55:05:00
2Pac,Strictly 4 My N.I.G.G.A.Z...,16,1:04:05
2Pac,Until The End Of Time (CD1),15,1:05:04
2Pac,Until The End Of Time (CD2),14,59:18:00
2Pac,2Pacalypse Now,13,55:06:00
3OH!3,I'M SO SAD - Single,1,3:16
3OH!3,MY DICK - Single,1,3:24
3OH!3,NIGHT SPORTS,11,38:05:00
3OH!3,OMENS (Deluxe),15,52:48:00
3OH!3,Streets of Gold (Deluxe Version),16,50:53:00
3OH!3,Want (Deluxe Edition),15,49:27:00
5 Seconds Of Summer,Amnesia EP,4,14:26
5 Seconds Of Summer,Don't Stop EP,4,12:53
5 Seconds Of Summer,Good Girls EP,4,12:22
5 Seconds of Summer,Hey Everybody! - Single,1,3:17
5 Seconds Of Summer,She Looks So Perfect EP,4,13:50
6ix9ine,DAY69: Graduation Day,12,29:55:00
6ix9ine,DUMMY BOY,13,34:35:00
6ix9ine,GOOBA - Single,1,2:12
6ix9ine,LANES - Single,1,2:29
6ix9ine,PUNANI - Single,1,1:55
6ix9ine,Scum - Single,1,1:23
6ix9ine,STOOPID (feat. Bobby Shmurda) - Single,1,2:32
6ix9ine,TattleTales,15,36:18:00
6ix9ine,TROLLZ - Alternate Edition - Single,1,3:06
6ix9ine,TROLLZ - Single,1,3:23
6ix9ine,YAYA - Single,1,2:30
6ix9ine,ZAZA - Single,1,1:56
6LACK,East Atlanta Love Letter,14,47:59:00
6LACK,Free 6LACK,14,58:38:00
6LACK,6pc Hot EP,6,18:58
8Ball & MJG,Comin' Out Hard,11,52:56:00
Artist,Album,# Items,Total Time
8Ball & MJG,In Our Lifetime,14,1:01:58
8Ball & MJG,Living Legends,18,1:12:17
8Ball & MJG,On the Outside Looking In,12,53:19:00
8Ball & MJG,On Top of the World,15,1:13:54
8Ball & MJG,Ridin High,19,1:14:47
8Ball & MJG,Space Age 4 Eva,14,1:04:24
8Ball & MJG,Ten Toes Down,14,1:06:04
9lokknine,Loyalty Kill Love,16,45:52:00
21 Savage,Issa Album,14,56:36:00
21 Savage,Savage Mode,9,32:27:00
21 Savage,SAVAGE MODE II,15,44:01:00
21 Savage,Spiral: From the Book of Saw Soundtrack - EP,4,13:40
24kGoldn,Coco (feat. DaBaby) - Single,1,2:22
24kGoldn,DROPPED OUTTA COLLEGE,8,21:00
24kGoldn,El Dorado,13,36:50:00
24kGoldn,Mood (feat. iann dior) - Single,1,2:21
24kGoldn,Mood (Remix) - Single,1,3:13
24kGoldn,VALENTINO (Imanbek Remix) - Single,1,2:58
24kGoldn,VALENTINO (Remix) [feat. Lil Tjay] - Single,1,3:19
42 Dugg,Free Dem Boyz,19,49:05:00
44,When Your Heart Stops Beating,13,46:51:00
50 Cent,Animal Ambition: An Untamed Desire To Win,11,38:58:00
50 Cent,Before I Self Destruct,19,1:07:53
50 Cent,Behind da Bars,23,1:11:43
50 Cent,The Big 10 [Mixtape],12,38:18:00
50 Cent,The Collaboration - EP,7,25:22:00
50 Cent,Crazy - Single,2,8:28
50 Cent,Curtis,19,1:04:52
